Employee ID	Gender	Age	BusinessTravel	Department	DistanceFromHome (KM)	State	Ethnicity	Education	EducationField	JobRole	MaritalStatus	Salary	StockOptionLevel	OverTime	HireDate	Attrition	YearsAtCompany	YearsInMostRecentRole	YearsSinceLastPromotion	YearsWithCurrManager
171	Female	30	Some Travel	Technology	42	CA	White	5	Computer Science	Software Engineer	Married	93181	0	No	"Friday, March 15, 2013"	No	9	8	9	4
172	Female	30	Some Travel	Technology	1	IL	Asian or Asian American	4	Other	Data Scientist	Married	40285	0	Yes	"Thursday, March 21, 2013"	Yes	1	1	1	0
173	Female	45	Some Travel	Sales	34	CA	American Indian or Alaska Native	3	Marketing	Sales Executive	Divorced	173037	3	No	"Tuesday, March 26, 2013"	No	9	4	9	3
174	Male	30	Frequent Traveller	Sales	40	CA	Mixed or multiple ethnic groups	2	Marketing	Sales Representative	Divorced	44632	1	No	"Tuesday, March 26, 2013"	Yes	1	0	0	0
175	Male	43	Some Travel	Sales	3	IL	Mixed or multiple ethnic groups	1	Economics	Manager	Married	313198	1	No	"Thursday, March 28, 2013"	No	9	5	9	2
176	Female	32	Some Travel	Technology	2	CA	Mixed or multiple ethnic groups	2	Computer Science	Software Engineer	Single	152314	0	Yes	"Saturday, March 30, 2013"	No	9	4	6	0
177	Male	28	Some Travel	Sales	19	NY	Mixed or multiple ethnic groups	2	Marketing	Sales Representative	Married	56122	0	Yes	"Sunday, March 31, 2013"	Yes	7	5	5	0
178	Male	48	Some Travel	Technology	44	IL	White	1	Computer Science	Software Engineer	Single	103198	0	No	"Wednesday, April 3, 2013"	No	9	7	9	2
179	Non-Binary	44	Some Travel	Technology	14	CA	Black or African American	2	Computer Science	Data Scientist	Single	92634	0	Yes	"Saturday, April 6, 2013"	No	9	8	9	9
180	Male	47	Some Travel	Technology	37	CA	White	1	Information Systems	Data Scientist	Married	62999	1	No	"Saturday, April 6, 2013"	No	9	2	3	7
181	Male	30	Some Travel	Technology	33	CA	White	3	Computer Science	Software Engineer	Single	78743	0	No	"Tuesday, April 9, 2013"	No	9	2	7	4
182	Male	29	Some Travel	Technology	14	NY	Black or African American	3	Other	Data Scientist	Divorced	70872	1	No	"Wednesday, April 10, 2013"	No	9	2	7	9
183	Female	29	Some Travel	Technology	3	NY	White	3	Business Studies	Data Scientist	Divorced	60388	2	Yes	"Thursday, April 11, 2013"	Yes	5	1	3	1
184	Male	32	Some Travel	Technology	24	CA	Native Hawaiian 	3	Information Systems	Data Scientist	Married	41857	1	No	"Friday, April 12, 2013"	No	9	0	5	2
185	Male	36	Some Travel	Sales	38	CA	White	2	Marketing	Sales Executive	Married	298558	1	Yes	"Friday, April 12, 2013"	No	9	4	4	7
186	Female	30	Some Travel	Technology	26	CA	White	3	Information Systems	Data Scientist	Single	96170	0	No	"Monday, April 15, 2013"	No	9	4	9	1
187	Non-Binary	36	No Travel 	Sales	31	CA	Mixed or multiple ethnic groups	2	Economics	Sales Representative	Single	56937	0	No	"Wednesday, April 17, 2013"	No	9	5	8	2
188	Female	33	Frequent Traveller	Technology	34	IL	Asian or Asian American	2	Computer Science	Machine Learning Engineer	Single	91407	0	No	"Wednesday, April 17, 2013"	No	9	9	9	4
189	Female	48	Some Travel	Sales	32	NY	White	3	Technical Degree	Manager	Married	354336	1	Yes	"Thursday, April 18, 2013"	No	9	1	2	9
190	Male	29	Frequent Traveller	Technology	17	NY	Black or African American	2	Computer Science	Machine Learning Engineer	Divorced	129703	3	No	"Thursday, April 25, 2013"	No	9	6	6	3
191	Female	42	Some Travel	Sales	36	NY	Other 	1	Marketing 	Sales Representative	Single	43753	0	No	"Wednesday, May 1, 2013"	No	9	0	1	1
192	Non-Binary	45	Frequent Traveller	Technology	17	CA	White	4	Computer Science	Machine Learning Engineer	Single	123619	0	Yes	"Wednesday, May 1, 2013"	No	9	7	9	2
193	Non-Binary	44	Some Travel	Technology	32	CA	White	3	Computer Science	Machine Learning Engineer	Married	257978	1	Yes	"Thursday, May 2, 2013"	No	9	2	4	1
194	Male	32	Some Travel	Technology	22	IL	Black or African American	4	Business Studies	Software Engineer	Married	72688	1	No	"Monday, May 6, 2013"	No	9	3	3	8
195	Non-Binary	36	Frequent Traveller	Technology	14	IL	White	1	Information Systems	Data Scientist	Single	43358	0	No	"Tuesday, May 7, 2013"	No	9	0	9	5
196	Female	30	No Travel 	Technology	3	IL	White	3	Information Systems	Data Scientist	Married	47338	1	No	"Wednesday, May 8, 2013"	No	9	4	9	1
197	Male	28	Some Travel	Human Resources	34	CA	Asian or Asian American	2	Marketing 	HR Executive	Single	94534	0	No	"Saturday, May 11, 2013"	No	9	3	3	1
198	Female	30	Some Travel	Technology	26	CA	Black or African American	1	Computer Science	Senior Software Engineer	Divorced	159438	2	No	"Wednesday, May 22, 2013"	No	9	4	4	7
199	Male	36	Some Travel	Technology	10	CA	Other 	3	Business Studies	Senior Software Engineer	Single	189405	0	No	"Thursday, May 23, 2013"	No	9	4	6	7
200	Male	44	Some Travel	Technology	29	CA	Asian or Asian American	3	Computer Science	Data Scientist	Married	57890	0	No	"Friday, May 24, 2013"	No	9	8	8	8
201	Non-Binary	39	Frequent Traveller	Technology	4	CA	White	1	Business Studies	Software Engineer	Single	87879	0	Yes	"Saturday, May 25, 2013"	No	9	6	8	9
202	Female	34	Some Travel	Technology	14	NY	White	2	Information Systems	Senior Software Engineer	Single	154405	0	No	"Monday, May 27, 2013"	No	9	7	7	1
203	Male	42	Some Travel	Technology	37	CA	Black or African American	4	Computer Science	Analytics Manager	Married	244114	1	No	"Tuesday, May 28, 2013"	No	9	6	7	0
204	Male	29	Some Travel	Sales	12	IL	Asian or Asian American	2	Marketing 	Sales Representative	Married	97794	0	No	"Thursday, May 30, 2013"	Yes	2	0	1	0
205	Male	48	Some Travel	Technology	36	IL	White	3	Information Systems	Senior Software Engineer	Single	180561	0	No	"Saturday, June 1, 2013"	No	9	1	8	7
206	Female	38	Some Travel	Technology	25	CA	Asian or Asian American	2	Other	Data Scientist	Married	60549	1	No	"Wednesday, June 5, 2013"	No	9	5	6	6
207	Male	30	Some Travel	Technology	7	CA	White	1	Information Systems	Data Scientist	Married	70182	1	No	"Friday, June 7, 2013"	No	9	8	9	8
208	Female	29	Some Travel	Technology	44	CA	Asian or Asian American	3	Business Studies	Data Scientist	Divorced	67578	1	No	"Monday, June 10, 2013"	Yes	1	0	0	0
209	Male	29	Some Travel	Sales	35	NY	Black or African American	2	Economics	Sales Executive	Married	140962	0	Yes	"Thursday, June 13, 2013"	Yes	4	0	2	4
210	Male	29	Some Travel	Sales	14	CA	White	4	Marketing	Sales Executive	Married	96319	2	No	"Friday, June 14, 2013"	No	9	1	4	5
211	Female	38	Some Travel	Technology	12	CA	White	1	Other	Senior Software Engineer	Married	253077	1	No	"Saturday, June 15, 2013"	No	9	3	3	8
212	Female	43	Some Travel	Technology	21	NY	White	2	Computer Science	Software Engineer	Married	94499	1	No	"Saturday, June 22, 2013"	No	9	0	1	7
213	Female	39	Some Travel	Technology	10	CA	Mixed or multiple ethnic groups	2	Information Systems	Data Scientist	Divorced	65796	1	No	"Tuesday, July 2, 2013"	No	9	9	9	5
214	Male	28	Some Travel	Technology	27	CA	White	1	Information Systems	Analytics Manager	Married	277344	0	Yes	"Tuesday, July 2, 2013"	Yes	3	1	1	1
215	Female	48	Some Travel	Technology	35	CA	Mixed or multiple ethnic groups	2	Information Systems	Engineering Manager	Divorced	314656	1	No	"Tuesday, July 9, 2013"	No	9	7	8	3
216	Male	31	Some Travel	Technology	39	IL	American Indian or Alaska Native	3	Computer Science	Senior Software Engineer	Single	242890	0	No	"Thursday, July 11, 2013"	No	9	3	3	9
217	Female	27	Some Travel	Technology	1	NY	Black or African American	4	Computer Science	Data Scientist	Divorced	40050	1	Yes	"Tuesday, July 16, 2013"	Yes	1	0	0	0
218	Male	29	Some Travel	Sales	44	CA	White	3	Marketing	Manager	Single	377203	0	Yes	"Tuesday, July 16, 2013"	Yes	5	4	4	0
219	Female	28	No Travel 	Technology	43	CA	White	3	Computer Science	Software Engineer	Single	50175	0	No	"Thursday, July 18, 2013"	No	9	9	9	3
220	Female	32	No Travel 	Sales	23	CA	Asian or Asian American	4	Economics	Sales Executive	Divorced	237749	1	No	"Friday, July 19, 2013"	No	9	1	6	6
221	Male	32	No Travel 	Technology	12	NY	White	4	Information Systems	Software Engineer	Married	111294	1	No	"Friday, July 19, 2013"	No	9	2	9	4
222	Non-Binary	41	Frequent Traveller	Sales	3	NY	White	3	Marketing 	Sales Executive	Single	248987	0	No	"Friday, July 19, 2013"	No	9	5	9	5
223	Female	41	No Travel 	Sales	34	NY	White	2	Marketing 	Sales Executive	Married	109747	1	No	"Saturday, July 20, 2013"	No	9	8	9	5
224	Female	39	Some Travel	Sales	15	CA	Mixed or multiple ethnic groups	3	Marketing 	Sales Executive	Married	136970	1	No	"Sunday, July 28, 2013"	No	9	4	8	2
225	Male	28	Frequent Traveller	Sales	28	NY	Mixed or multiple ethnic groups	3	Marketing 	Sales Representative	Single	43939	0	No	"Monday, July 29, 2013"	Yes	6	1	4	3
226	Male	43	Some Travel	Technology	38	CA	White	4	Computer Science	Software Engineer	Married	155786	1	Yes	"Monday, July 29, 2013"	No	9	0	7	5
227	Female	32	Some Travel	Technology	7	CA	Mixed or multiple ethnic groups	4	Computer Science	Software Engineer	Divorced	85568	1	No	"Wednesday, July 31, 2013"	No	9	7	9	1
228	Male	34	No Travel 	Technology	25	CA	Mixed or multiple ethnic groups	1	Computer Science	Senior Software Engineer	Married	238630	1	No	"Monday, August 5, 2013"	No	9	0	3	6
229	Non-Binary	29	Frequent Traveller	Sales	31	CA	White	4	Marketing	Sales Executive	Married	100925	1	Yes	"Thursday, August 8, 2013"	Yes	3	1	1	1
230	Male	30	No Travel 	Technology	7	NY	American Indian or Alaska Native	3	Computer Science	Data Scientist	Married	138989	1	Yes	"Wednesday, August 14, 2013"	No	9	2	4	8
231	Male	42	Some Travel	Technology	40	CA	Black or African American	4	Computer Science	Data Scientist	Divorced	142075	1	No	"Thursday, August 15, 2013"	No	9	9	9	4
232	Female	29	Some Travel	Technology	45	CA	White	3	Computer Science	Machine Learning Engineer	Married	207952	1	Yes	"Saturday, August 17, 2013"	No	9	9	9	7
233	Female	43	Some Travel	Sales	38	NY	American Indian or Alaska Native	2	Marketing	Sales Executive	Married	121510	1	No	"Sunday, August 18, 2013"	No	9	8	8	5
234	Male	40	Frequent Traveller	Technology	14	CA	Asian or Asian American	2	Information Systems	Data Scientist	Married	43854	1	No	"Monday, August 19, 2013"	No	9	4	9	2
235	Non-Binary	41	Some Travel	Technology	11	CA	Black or African American	5	Information Systems	Engineering Manager	Divorced	372980	1	No	"Thursday, August 22, 2013"	No	9	1	2	3
236	Male	30	Frequent Traveller	Technology	13	CA	Mixed or multiple ethnic groups	4	Computer Science	Software Engineer	Divorced	40321	1	Yes	"Monday, August 26, 2013"	Yes	5	0	0	3
237	Male	37	Some Travel	Technology	22	NY	White	2	Information Systems	Software Engineer	Single	45927	0	No	"Monday, August 26, 2013"	No	9	5	6	6
238	Female	28	Some Travel	Sales	18	IL	White	4	Marketing	Sales Executive	Single	134427	0	Yes	"Wednesday, August 28, 2013"	No	9	9	9	2
239	Female	28	Some Travel	Technology	24	CA	Mixed or multiple ethnic groups	3	Information Systems	Data Scientist	Married	46313	1	Yes	"Friday, August 30, 2013"	Yes	1	1	1	0
240	Male	37	Some Travel	Technology	29	IL	White	3	Computer Science	Analytics Manager	Married	513608	0	No	"Tuesday, September 3, 2013"	No	9	4	7	3
241	Male	43	Some Travel	Sales	3	IL	White	3	Marketing	Manager	Married	429939	1	Yes	"Thursday, September 5, 2013"	No	9	3	3	7
242	Male	31	Some Travel	Technology	45	IL	American Indian or Alaska Native	3	Other	Machine Learning Engineer	Married	195261	1	No	"Monday, September 9, 2013"	No	9	3	4	5
243	Male	34	Frequent Traveller	Technology	25	NY	Asian or Asian American	2	Other	Data Scientist	Married	39015	1	No	"Sunday, September 15, 2013"	No	9	5	6	4
244	Female	35	Some Travel	Human Resources	18	CA	Asian or Asian American	4	Marketing 	HR Executive	Single	132563	0	Yes	"Sunday, September 22, 2013"	No	9	1	6	9
245	Non-Binary	33	Some Travel	Technology	26	CA	White	3	Information Systems	Engineering Manager	Single	267009	0	No	"Monday, September 23, 2013"	No	9	0	1	7
246	Female	32	Some Travel	Sales	29	CA	White	4	Economics	Sales Executive	Divorced	68043	0	No	"Wednesday, September 25, 2013"	Yes	8	0	1	6
247	Male	34	Frequent Traveller	Sales	40	IL	Asian or Asian American	3	Economics	Sales Executive	Married	140097	0	No	"Friday, September 27, 2013"	No	9	2	8	6
248	Male	36	Some Travel	Sales	13	CA	Asian or Asian American	5	Marketing 	Manager	Married	432191	1	No	"Friday, September 27, 2013"	No	9	1	8	0
249	Male	42	Some Travel	Sales	12	CA	White	1	Technical Degree	Sales Representative	Married	70535	1	No	"Sunday, September 29, 2013"	No	9	3	8	5
250	Female	35	Some Travel	Technology	7	NY	Mixed or multiple ethnic groups	3	Information Systems	Senior Software Engineer	Divorced	253952	1	Yes	"Wednesday, October 2, 2013"	No	9	9	9	4
251	Female	45	Some Travel	Technology	14	CA	White	2	Computer Science	Machine Learning Engineer	Divorced	223124	1	No	"Wednesday, October 2, 2013"	No	9	2	3	2
252	Female	37	Some Travel	Technology	6	CA	Mixed or multiple ethnic groups	2	Computer Science	Data Scientist	Married	42188	1	No	"Friday, October 4, 2013"	Yes	8	3	5	6
253	Female	32	Frequent Traveller	Technology	15	CA	White	2	Information Systems	Data Scientist	Married	44388	1	No	"Thursday, October 10, 2013"	No	9	8	9	8
254	Non-Binary	33	Some Travel	Technology	15	CA	White	4	Other	Senior Software Engineer	Married	108095	0	Yes	"Thursday, October 10, 2013"	No	9	8	9	9
255	Male	30	Some Travel	Technology	4	CA	Native Hawaiian 	1	Information Systems	Data Scientist	Married	42045	0	Yes	"Tuesday, October 15, 2013"	Yes	6	0	3	3
256	Female	30	Some Travel	Sales	35	CA	White	3	Other	Sales Executive	Single	160352	0	No	"Friday, October 18, 2013"	No	9	0	5	4
257	Female	48	Some Travel	Technology	45	IL	White	3	Other	Senior Software Engineer	Single	207456	0	No	"Friday, October 18, 2013"	No	9	2	6	4
258	Female	43	Some Travel	Technology	14	CA	White	3	Computer Science	Engineering Manager	Married	309141	0	No	"Saturday, October 19, 2013"	No	9	6	6	9
259	Female	29	Some Travel	Technology	9	NY	Black or African American	4	Computer Science	Data Scientist	Single	48321	0	Yes	"Saturday, October 26, 2013"	Yes	7	2	3	2
260	Female	47	Some Travel	Technology	7	CA	White	3	Information Systems	Data Scientist	Married	116165	1	No	"Sunday, October 27, 2013"	No	9	0	7	8
261	Male	39	Some Travel	Technology	33	NY	Mixed or multiple ethnic groups	2	Information Systems	Machine Learning Engineer	Married	99602	0	No	"Tuesday, October 29, 2013"	No	9	5	8	4
262	Female	32	Some Travel	Technology	20	IL	Native Hawaiian 	4	Computer Science	Data Scientist	Single	85884	0	No	"Thursday, October 31, 2013"	No	9	9	9	5
263	Male	48	Some Travel	Technology	20	CA	White	3	Information Systems	Software Engineer	Married	56546	1	No	"Friday, November 1, 2013"	No	9	4	6	3
264	Male	30	Some Travel	Sales	42	CA	White	4	Marketing	Sales Executive	Single	148862	0	Yes	"Sunday, November 3, 2013"	Yes	2	0	1	1
265	Prefer Not To Say	43	Some Travel	Technology	14	NY	White	4	Information Systems	Engineering Manager	Married	365504	3	Yes	"Monday, November 4, 2013"	No	9	6	7	8
266	Female	44	Some Travel	Technology	21	NY	Black or African American	2	Computer Science	Software Engineer	Married	91563	1	No	"Wednesday, November 6, 2013"	No	9	9	9	8
267	Male	30	Frequent Traveller	Sales	25	CA	White	2	Marketing	Sales Executive	Divorced	135919	1	No	"Friday, November 8, 2013"	No	9	6	6	0
268	Female	28	Frequent Traveller	Technology	6	CA	White	1	Information Systems	Software Engineer	Divorced	47148	2	No	"Saturday, November 9, 2013"	No	9	3	8	8
269	Female	33	Frequent Traveller	Sales	33	CA	Mixed or multiple ethnic groups	5	Marketing	Sales Executive	Married	115114	1	No	"Tuesday, November 12, 2013"	No	9	9	9	6
270	Male	28	Frequent Traveller	Sales	4	CA	Black or African American	4	Other	Sales Executive	Single	110839	0	No	"Tuesday, November 12, 2013"	No	9	8	8	4
271	Male	45	Frequent Traveller	Technology	6	CA	Mixed or multiple ethnic groups	4	Information Systems	Software Engineer	Divorced	92613	1	Yes	"Saturday, November 23, 2013"	No	9	6	6	2
272	Male	37	Frequent Traveller	Technology	7	NY	Mixed or multiple ethnic groups	4	Information Systems	Analytics Manager	Divorced	276322	1	No	"Tuesday, November 26, 2013"	No	9	0	9	1
273	Male	44	Some Travel	Technology	4	IL	Mixed or multiple ethnic groups	3	Computer Science	Data Scientist	Married	74172	2	No	"Tuesday, November 26, 2013"	No	9	8	9	9
274	Female	30	Some Travel	Technology	26	NY	Black or African American	4	Computer Science	Data Scientist	Married	36280	2	No	"Wednesday, December 4, 2013"	No	9	9	9	9
275	Female	40	Some Travel	Human Resources	7	CA	White	4	Technical Degree	Recruiter	Single	70703	0	No	"Wednesday, December 4, 2013"	No	9	0	9	7
276	Female	48	Frequent Traveller	Sales	2	CA	White	1	Technical Degree	Sales Representative	Single	37124	0	No	"Friday, December 6, 2013"	Yes	9	8	8	7
277	Female	41	No Travel 	Technology	22	CA	Native Hawaiian 	3	Computer Science	Data Scientist	Married	52581	0	No	"Monday, December 9, 2013"	No	9	8	8	7
278	Non-Binary	40	Some Travel	Technology	30	IL	Mixed or multiple ethnic groups	4	Computer Science	Machine Learning Engineer	Married	145328	1	No	"Monday, December 9, 2013"	No	9	0	9	9
279	Non-Binary	43	Some Travel	Technology	31	NY	White	4	Computer Science	Software Engineer	Married	130665	1	No	"Tuesday, December 10, 2013"	No	9	6	9	6
280	Male	44	Some Travel	Technology	31	CA	White	2	Computer Science	Software Engineer	Divorced	81297	2	Yes	"Saturday, December 14, 2013"	No	9	1	8	9
281	Non-Binary	27	Some Travel	Sales	37	CA	White	4	Marketing 	Sales Executive	Single	141998	0	Yes	"Saturday, December 14, 2013"	Yes	5	5	5	1
282	Female	38	Some Travel	Sales	9	CA	Asian or Asian American	4	Economics	Sales Executive	Divorced	114713	2	No	"Tuesday, December 17, 2013"	No	9	0	0	1
283	Male	30	Frequent Traveller	Technology	33	CA	White	2	Computer Science	Data Scientist	Single	35126	0	Yes	"Wednesday, December 18, 2013"	No	9	1	5	5
284	Male	30	Some Travel	Technology	45	CA	White	2	Business Studies	Machine Learning Engineer	Single	262409	0	No	"Friday, December 20, 2013"	No	9	8	9	8
285	Female	30	Some Travel	Technology	33	CA	Black or African American	2	Information Systems	Software Engineer	Single	55485	0	No	"Wednesday, December 25, 2013"	No	9	8	9	2
286	Female	42	Some Travel	Technology	43	CA	Black or African American	4	Computer Science	Machine Learning Engineer	Divorced	110069	1	No	"Thursday, December 26, 2013"	No	9	3	8	4
287	Male	30	Some Travel	Technology	26	NY	White	3	Information Systems	Machine Learning Engineer	Divorced	94791	1	No	"Friday, December 27, 2013"	No	9	9	9	0
288	Female	31	Frequent Traveller	Sales	28	NY	White	2	Marketing 	Sales Executive	Married	183189	1	No	"Wednesday, January 1, 2014"	No	8	3	6	6
289	Male	44	Some Travel	Sales	29	NY	White	3	Marketing 	Sales Executive	Married	126073	1	No	"Friday, January 3, 2014"	No	8	0	2	0
290	Female	47	Some Travel	Technology	8	CA	Asian or Asian American	3	Computer Science	Engineering Manager	Married	287710	1	No	"Sunday, January 5, 2014"	No	8	8	8	5
291	Male	28	Frequent Traveller	Technology	5	NY	Mixed or multiple ethnic groups	3	Information Systems	Data Scientist	Single	76133	0	Yes	"Monday, January 6, 2014"	Yes	1	0	1	0
292	Non-Binary	47	Some Travel	Technology	13	CA	White	3	Computer Science	Data Scientist	Divorced	61915	1	No	"Tuesday, January 7, 2014"	No	8	2	4	7
